czas,wejscie,wyjscie
0.7620000000000006,0,0.0
0.7640000000000006,0,0.0
0.7660000000000006,0,0.0
0.7680000000000006,0,0.0
0.7700000000000006,0,0.0
0.7720000000000006,0,0.0
0.7740000000000006,0,0.0
0.7760000000000006,0,0.0
0.7780000000000006,0,0.0
0.7800000000000006,0,0.0
0.7820000000000006,0,0.0
0.7840000000000006,0,0.0
0.7860000000000006,0,0.0
0.7880000000000006,0,0.0
0.7900000000000006,0,0.0
0.7920000000000006,0,0.0
0.7940000000000006,0,0.0
0.7960000000000006,0,0.0
0.7980000000000006,0,0.0
0.8000000000000006,0,0.0
0.8020000000000006,0,0.0
0.8040000000000006,0,0.0
0.8060000000000006,0,0.0
0.8080000000000006,0,0.0
0.8100000000000006,0,0.0
0.8120000000000006,0,0.0
0.8140000000000006,0,0.0
0.8160000000000006,0,0.0
0.8180000000000006,0,0.0
0.8200000000000006,0,0.0
0.8220000000000006,0,0.0
0.8240000000000006,0,0.0
0.8260000000000006,0,0.0
0.8280000000000006,0,0.0
0.8300000000000006,0,0.0
0.8320000000000006,0,0.0
0.8340000000000006,0,0.0
0.8360000000000006,0,0.0
0.8380000000000006,0,0.0
0.8400000000000006,0,0.0
0.8420000000000006,0,0.0
0.8440000000000006,0,0.0
0.8460000000000006,0,0.0
0.8480000000000006,0,0.0
0.8500000000000006,0,0.0
0.8520000000000006,0,0.0
0.8540000000000006,0,0.0
0.8560000000000006,0,0.0
0.8580000000000007,0,0.0
0.8600000000000007,0,0.0
0.8620000000000007,0,0.0
0.8640000000000007,0,0.0
0.8660000000000007,0,0.0
0.8680000000000007,0,0.0
0.8700000000000007,0,0.0
0.8720000000000007,0,0.0
0.8740000000000007,0,0.0
0.8760000000000007,0,0.0
0.8780000000000007,0,0.0
0.8800000000000007,0,0.0
0.8820000000000007,0,0.0
0.8840000000000007,0,0.0
0.8860000000000007,0,0.0
0.8880000000000007,0,0.0
0.8900000000000007,0,0.0
0.8920000000000007,0,0.0
0.8940000000000007,0,0.0
0.8960000000000007,0,0.0
0.8980000000000007,0,0.0
0.9000000000000007,0,0.0
0.9020000000000007,0,0.0
0.9040000000000007,0,0.0
0.9060000000000007,0,0.0
0.9080000000000007,0,0.0
0.9100000000000007,0,0.0
0.9120000000000007,0,0.0
0.9140000000000007,0,0.0
0.9160000000000007,0,0.0
0.9180000000000007,0,0.0
0.9200000000000007,0,0.0
0.9220000000000007,0,0.0
0.9240000000000007,0,0.0
0.9260000000000007,0,0.0
0.9280000000000007,0,0.0
0.9300000000000007,0,0.0
0.9320000000000007,0,0.0
0.9340000000000007,0,0.0
0.9360000000000007,0,0.0
0.9380000000000007,0,0.0
0.9400000000000007,0,0.0
0.9420000000000007,0,0.0
0.9440000000000007,0,0.0
0.9460000000000007,0,0.0
0.9480000000000007,0,0.0
0.9500000000000007,0,0.0
0.9520000000000007,0,0.0
0.9540000000000007,0,0.0
0.9560000000000007,0,0.0
0.9580000000000007,0,0.0
0.9600000000000007,0,0.0
0.9620000000000007,0,0.0
0.9640000000000007,0,0.0
0.9660000000000007,0,0.0
0.9680000000000007,0,0.0
0.9700000000000008,0,0.0
0.9720000000000008,0,0.0
0.9740000000000008,0,0.0
0.9760000000000008,0,0.0
0.9780000000000008,0,0.0
0.9800000000000008,0,0.0
0.9820000000000008,0,0.0
0.9840000000000008,0,0.0
